province,region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
British Columbia,Nanaimo,2020-03-06,6,-2,55,5,6,-2
British Columbia,Nanaimo,2020-03-07,1,-2,-12,-10,3,1
British Columbia,Nanaimo,2020-03-08,5,4,35,11,-2,0
British Columbia,Nanaimo,2020-03-09,2,4,40,-10,1,0
British Columbia,Nanaimo,2020-03-10,2,4,15,-9,0,1
British Columbia,Nanaimo,2020-03-11,4,6,59,-1,0,0
British Columbia,Nanaimo,2020-03-12,6,19,28,5,2,0
British Columbia,Nanaimo,2020-03-13,4,27,17,-10,1,1
British Columbia,Nanaimo,2020-03-14,-2,14,24,-13,1,2
British Columbia,Nanaimo,2020-03-15,-4,11,40,-5,-7,1
British Columbia,Nanaimo,2020-03-16,-3,26,57,-18,-20,5
British Columbia,Nanaimo,2020-03-17,-14,24,78,-17,-27,7
British Columbia,Nanaimo,2020-03-18,-27,7,82,-19,-34,10
British Columbia,Nanaimo,2020-03-19,-33,0,71,-28,-39,12
British Columbia,Nanaimo,2020-03-20,-37,-9,80,-34,-40,11
British Columbia,Nanaimo,2020-03-21,-48,-23,34,-37,-35,10
British Columbia,Nanaimo,2020-03-22,-54,-28,-9,-47,-43,10
British Columbia,Nanaimo,2020-03-23,-49,-21,3,-48,-49,15
British Columbia,Nanaimo,2020-03-24,-49,-23,29,-48,-53,17
British Columbia,Nanaimo,2020-03-25,-46,-23,54,-43,-54,16
British Columbia,Nanaimo,2020-03-26,-51,-24,-10,-53,-54,18
British Columbia,Nanaimo,2020-03-27,-52,-27,7,-59,-53,17
British Columbia,Nanaimo,2020-03-28,-57,-33,-15,-62,-47,14
British Columbia,Nanaimo,2020-03-29,-54,-33,17,-61,-47,10
British Columbia,Nanaimo,2020-03-30,-50,-27,10,-57,-53,16
British Columbia,Nanaimo,2020-03-31,-49,-21,27,-52,-54,16
British Columbia,Nanaimo,2020-04-01,-50,-24,44,-53,-54,17
British Columbia,Nanaimo,2020-04-02,-51,-23,12,-57,-54,17
British Columbia,Nanaimo,2020-04-03,-49,-22,16,-58,-52,17
British Columbia,Nanaimo,2020-04-04,-56,-31,-13,-63,-44,14
British Columbia,Nanaimo,2020-04-05,-52,-31,26,-62,-47,10
British Columbia,Nanaimo,2020-04-06,-47,-25,34,-58,-52,15
British Columbia,Nanaimo,2020-04-07,-44,-23,69,-47,-52,16
British Columbia,Nanaimo,2020-04-08,-43,-23,54,-47,-52,16
British Columbia,Nanaimo,2020-04-09,-35,-8,45,-44,-51,15
British Columbia,Nanaimo,2020-04-10,-51,-26,50,-58,-73,20
British Columbia,Nanaimo,2020-04-11,-47,-21,14,-57,-46,12
British Columbia,Nanaimo,2020-04-12,-56,-45,11,-62,-50,10
British Columbia,Nanaimo,2020-04-13,-48,-27,40,-57,-64,17
British Columbia,Nanaimo,2020-04-14,-40,-17,58,-45,-50,15
British Columbia,Nanaimo,2020-04-15,-39,-15,63,-50,-50,15
British Columbia,Nanaimo,2020-04-16,-38,-12,52,-45,-50,15
British Columbia,Nanaimo,2020-04-17,-42,-21,25,-53,-49,15
British Columbia,Nanaimo,2020-04-18,-42,-20,22,-54,-38,11
British Columbia,Nanaimo,2020-04-19,-41,-23,20,-59,-42,9
British Columbia,Nanaimo,2020-04-20,-38,-17,33,-52,-49,14
British Columbia,Nanaimo,2020-04-21,-36,-13,41,-48,-48,14
British Columbia,Nanaimo,2020-04-22,-39,-13,1,-50,-50,16
British Columbia,Nanaimo,2020-04-23,-37,-14,32,-43,-48,15
British Columbia,Nanaimo,2020-04-24,-40,-18,16,-51,-47,14
British Columbia,Nanaimo,2020-04-25,-42,-19,13,-51,-38,11
British Columbia,Nanaimo,2020-04-26,-42,-23,-5,-60,-45,10
British Columbia,Nanaimo,2020-04-27,-35,-13,34,-46,-48,13
British Columbia,Nanaimo,2020-04-28,-35,-10,16,-44,-47,15
British Columbia,Nanaimo,2020-04-29,-36,-10,28,-35,-48,15
British Columbia,Nanaimo,2020-04-30,-35,-8,32,-33,-46,14
British Columbia,Nanaimo,2020-05-01,-36,-9,47,-39,-45,13
British Columbia,Nanaimo,2020-05-02,-44,-15,-15,-43,-41,12
British Columbia,Nanaimo,2020-05-03,-42,-17,10,-45,-39,9
British Columbia,Nanaimo,2020-05-04,-36,-9,20,-38,-45,13
British Columbia,Nanaimo,2020-05-05,-31,-2,103,-30,-43,13
British Columbia,Nanaimo,2020-05-06,-33,-6,64,-31,-45,14
British Columbia,Nanaimo,2020-05-07,-31,-3,73,-29,-45,13
British Columbia,Nanaimo,2020-05-08,-30,-2,94,-34,-43,11
British Columbia,Nanaimo,2020-05-09,-33,0,43,-33,-34,8
British Columbia,Nanaimo,2020-05-10,-27,4,63,-37,-32,4
British Columbia,Nanaimo,2020-05-11,-31,-5,39,-35,-44,12
British Columbia,Nanaimo,2020-05-12,-30,0,46,-31,-43,14
British Columbia,Nanaimo,2020-05-13,-33,-3,26,-31,-45,14
British Columbia,Nanaimo,2020-05-14,-29,1,68,-22,-43,12
British Columbia,Nanaimo,2020-05-15,-30,-1,89,-27,-42,10
British Columbia,Nanaimo,2020-05-16,-41,-8,-25,-39,-36,11
British Columbia,Nanaimo,2020-05-17,-35,-7,22,-44,-33,8
British Columbia,Nanaimo,2020-05-18,-36,-3,122,-36,-70,15
British Columbia,Nanaimo,2020-05-19,-22,3,104,-22,-40,11
British Columbia,Nanaimo,2020-05-20,-22,2,62,-19,-40,11
British Columbia,Nanaimo,2020-05-21,-21,3,56,-20,-39,11
British Columbia,Nanaimo,2020-05-22,-24,-4,71,-30,-36,10
British Columbia,Nanaimo,2020-05-23,-27,-6,35,-28,-25,7
British Columbia,Nanaimo,2020-05-24,-28,-4,10,-32,-28,7
British Columbia,Nanaimo,2020-05-25,-21,-1,21,-27,-38,10
British Columbia,Nanaimo,2020-05-26,-17,4,116,-20,-35,9
British Columbia,Nanaimo,2020-05-27,-13,7,113,-13,-35,9
British Columbia,Nanaimo,2020-05-28,-16,11,94,-14,-34,9
British Columbia,Nanaimo,2020-05-29,-19,0,99,-22,-33,8
British Columbia,Nanaimo,2020-05-30,-24,4,19,-21,-18,7
British Columbia,Nanaimo,2020-05-31,-22,5,36,-24,-16,5
British Columbia,Nanaimo,2020-06-01,-16,5,66,-20,-31,8
British Columbia,Nanaimo,2020-06-02,-17,8,38,-19,-34,11
British Columbia,Nanaimo,2020-06-03,-17,4,89,-13,-32,9
British Columbia,Nanaimo,2020-06-04,-18,10,46,-16,-31,9
British Columbia,Nanaimo,2020-06-05,-18,5,96,-24,-29,7
British Columbia,Nanaimo,2020-06-06,-22,9,32,-29,-17,6
British Columbia,Nanaimo,2020-06-07,-18,9,72,-14,-17,3
British Columbia,Nanaimo,2020-06-08,-15,12,65,-21,-32,8
British Columbia,Nanaimo,2020-06-09,-19,8,20,-27,-33,11
British Columbia,Nanaimo,2020-06-10,-14,14,78,-22,-30,9
British Columbia,Nanaimo,2020-06-11,-15,10,69,-16,-30,8
British Columbia,Nanaimo,2020-06-12,-15,8,77,-24,-28,7
British Columbia,Nanaimo,2020-06-13,-20,5,33,-24,-14,6
British Columbia,Nanaimo,2020-06-14,-15,6,67,-8,-14,3
British Columbia,Nanaimo,2020-06-15,-15,10,28,-21,-32,9
British Columbia,Nanaimo,2020-06-16,-9,14,140,-11,-28,7
British Columbia,Nanaimo,2020-06-17,-11,10,137,-12,-31,7
British Columbia,Nanaimo,2020-06-18,-11,13,118,-5,-30,6
British Columbia,Nanaimo,2020-06-19,-12,10,90,-14,-28,5
British Columbia,Nanaimo,2020-06-20,-12,14,62,-16,-13,4
British Columbia,Nanaimo,2020-06-21,-10,13,96,3,-12,0
British Columbia,Nanaimo,2020-06-22,-9,13,88,-9,-34,6
British Columbia,Nanaimo,2020-06-23,-9,13,96,-9,-31,8
British Columbia,Nanaimo,2020-06-24,-4,15,130,-4,-30,7
British Columbia,Nanaimo,2020-06-25,-5,15,145,5,-30,5
British Columbia,Nanaimo,2020-06-26,-9,13,117,-4,-28,5
British Columbia,Nanaimo,2020-06-27,-12,12,81,-10,-14,3
British Columbia,Nanaimo,2020-06-28,-7,17,127,14,-11,0
British Columbia,Nanaimo,2020-06-29,3,19,146,6,-33,5
British Columbia,Nanaimo,2020-06-30,6,26,157,9,-31,5
British Columbia,Nanaimo,2020-07-01,-16,13,176,1,-62,12
British Columbia,Nanaimo,2020-07-02,-1,20,115,4,-35,6
British Columbia,Nanaimo,2020-07-03,-3,13,55,-10,-36,8
British Columbia,Nanaimo,2020-07-04,-7,9,92,6,-12,3
British Columbia,Nanaimo,2020-07-05,-1,14,127,37,-14,0
British Columbia,Nanaimo,2020-07-06,2,15,107,5,-34,6
British Columbia,Nanaimo,2020-07-07,0,17,110,-6,-34,7
British Columbia,Nanaimo,2020-07-08,-2,13,109,-3,-32,7
British Columbia,Nanaimo,2020-07-09,-2,16,91,3,-32,6
British Columbia,Nanaimo,2020-07-10,-2,12,153,1,-29,4
British Columbia,Nanaimo,2020-07-11,-7,16,55,-4,-14,4
British Columbia,Nanaimo,2020-07-12,-2,19,125,25,-13,0
British Columbia,Nanaimo,2020-07-13,2,18,152,1,-33,4
British Columbia,Nanaimo,2020-07-14,3,22,210,3,-32,5
British Columbia,Nanaimo,2020-07-15,1,15,200,4,-32,5
British Columbia,Nanaimo,2020-07-16,3,26,130,9,-32,5
British Columbia,Nanaimo,2020-07-17,2,16,189,9,-30,3
British Columbia,Nanaimo,2020-07-18,-3,16,147,22,-11,1
British Columbia,Nanaimo,2020-07-19,6,21,145,41,-13,-1
British Columbia,Nanaimo,2020-07-20,7,24,181,18,-31,4
British Columbia,Nanaimo,2020-07-21,3,24,213,13,-30,5
British Columbia,Nanaimo,2020-07-22,6,22,180,13,-31,5
British Columbia,Nanaimo,2020-07-23,4,23,137,14,-30,5
British Columbia,Nanaimo,2020-07-24,1,17,178,8,-28,3
British Columbia,Nanaimo,2020-07-25,-5,14,145,21,-13,1
British Columbia,Nanaimo,2020-07-26,1,19,158,42,-13,-1
British Columbia,Nanaimo,2020-07-27,5,22,181,17,-35,4
British Columbia,Nanaimo,2020-07-28,4,26,193,10,-32,5
British Columbia,Nanaimo,2020-07-29,2,22,199,8,-33,5
British Columbia,Nanaimo,2020-07-30,4,28,182,21,-33,4
British Columbia,Nanaimo,2020-07-31,1,23,193,15,-33,4
British Columbia,Nanaimo,2020-08-01,-7,23,157,23,-15,1
British Columbia,Nanaimo,2020-08-02,0,24,138,20,-16,0
British Columbia,Nanaimo,2020-08-03,-3,26,215,37,-65,10
British Columbia,Nanaimo,2020-08-04,6,30,235,31,-34,5
British Columbia,Nanaimo,2020-08-05,4,24,207,35,-33,4
British Columbia,Nanaimo,2020-08-06,3,24,124,27,-33,6
British Columbia,Nanaimo,2020-08-07,-3,13,110,23,-31,5
British Columbia,Nanaimo,2020-08-08,-5,13,131,40,-13,2
British Columbia,Nanaimo,2020-08-09,1,16,145,44,-13,-1
British Columbia,Nanaimo,2020-08-10,2,16,153,22,-34,4
British Columbia,Nanaimo,2020-08-11,1,20,191,19,-33,5
British Columbia,Nanaimo,2020-08-12,1,20,195,19,-33,5
British Columbia,Nanaimo,2020-08-13,2,22,167,24,-32,5
British Columbia,Nanaimo,2020-08-14,-1,15,202,29,-30,2
British Columbia,Nanaimo,2020-08-15,-7,14,151,35,-11,0
British Columbia,Nanaimo,2020-08-16,-2,16,168,53,-16,-2
British Columbia,Nanaimo,2020-08-17,3,,,,-35,4
British Columbia,Nanaimo,2020-08-18,2,,,,-31,5
British Columbia,Nanaimo,2020-08-19,0,,,,-32,6
British Columbia,Nanaimo,2020-08-20,2,,,,-32,7
British Columbia,Nanaimo,2020-08-21,-2,,,,-30,6
British Columbia,Nanaimo,2020-08-22,-5,,,,-8,1
British Columbia,Nanaimo,2020-08-23,0,,,,,0
British Columbia,Nanaimo,2020-08-24,2,,,,-32,4
British Columbia,Nanaimo,2020-08-25,4,,,,-31,5
British Columbia,Nanaimo,2020-08-26,6,,,,-29,4
British Columbia,Nanaimo,2020-08-27,5,,,,-29,4
British Columbia,Nanaimo,2020-08-28,1,,,,-26,2
British Columbia,Nanaimo,2020-08-29,-7,,,,-9,1
British Columbia,Nanaimo,2020-08-30,0,,,,,0
British Columbia,Nanaimo,2020-08-31,4,,,,-32,4
British Columbia,Nanaimo,2020-09-01,4,,,,-30,4
British Columbia,Nanaimo,2020-09-02,1,,,,-31,5
British Columbia,Nanaimo,2020-09-03,2,,,,-29,4
British Columbia,Nanaimo,2020-09-04,2,,,,-28,3
British Columbia,Nanaimo,2020-09-05,-4,,,,-12,1
British Columbia,Nanaimo,2020-09-06,3,,,,,-1
British Columbia,Nanaimo,2020-09-07,-4,,,,-65,8
British Columbia,Nanaimo,2020-09-08,4,,,,-31,4
British Columbia,Nanaimo,2020-09-09,-2,,,,-28,5
British Columbia,Nanaimo,2020-09-10,-4,,,,-29,4
British Columbia,Nanaimo,2020-09-11,-4,12,154,0,-25,3
British Columbia,Nanaimo,2020-09-12,-10,10,58,-2,-9,3
British Columbia,Nanaimo,2020-09-13,-9,10,38,11,-13,2
British Columbia,Nanaimo,2020-09-14,-5,12,46,-9,-24,5
British Columbia,Nanaimo,2020-09-15,-4,15,94,-9,-23,6
British Columbia,Nanaimo,2020-09-16,-7,7,91,-11,-25,5
British Columbia,Nanaimo,2020-09-17,-6,8,77,-6,-24,5
British Columbia,Nanaimo,2020-09-18,-4,5,74,-10,-21,4
British Columbia,Nanaimo,2020-09-19,-8,5,49,-10,-8,3
British Columbia,Nanaimo,2020-09-20,-4,9,77,8,-10,1
British Columbia,Nanaimo,2020-09-21,-4,9,72,-11,-25,4
British Columbia,Nanaimo,2020-09-22,-4,11,106,-12,-24,5
British Columbia,Nanaimo,2020-09-23,-6,10,33,-20,-25,7
British Columbia,Nanaimo,2020-09-24,-6,12,35,-15,-23,6
British Columbia,Nanaimo,2020-09-25,-4,5,73,-13,-19,4
British Columbia,Nanaimo,2020-09-26,-10,10,21,-14,-7,4
British Columbia,Nanaimo,2020-09-27,-7,7,38,-2,-13,3
British Columbia,Nanaimo,2020-09-28,-4,11,78,-19,-22,4
British Columbia,Nanaimo,2020-09-29,-5,14,118,-13,-21,4
British Columbia,Nanaimo,2020-09-30,-4,8,91,-14,-24,5
British Columbia,Nanaimo,2020-10-01,-6,11,64,-10,-20,4
British Columbia,Nanaimo,2020-10-02,-5,7,90,-12,-17,3
British Columbia,Nanaimo,2020-10-03,-7,8,47,-13,-6,2
British Columbia,Nanaimo,2020-10-04,-8,10,24,0,-14,2
British Columbia,Nanaimo,2020-10-05,-7,11,60,-21,-22,5
British Columbia,Nanaimo,2020-10-06,-4,16,104,-18,-21,5
British Columbia,North Coast,2020-02-15,22,,,,,
British Columbia,North Coast,2020-02-17,,,,,-46,
British Columbia,North Coast,2020-02-18,2,,,,-4,
British Columbia,North Coast,2020-02-19,,,,,2,
British Columbia,North Coast,2020-02-20,,,,,5,
British Columbia,North Coast,2020-02-21,9,,,,6,
British Columbia,North Coast,2020-02-22,16,,,,,
British Columbia,North Coast,2020-02-24,,,,,0,
British Columbia,North Coast,2020-02-25,2,,,,3,
British Columbia,North Coast,2020-02-26,,,,,6,
British Columbia,North Coast,2020-02-27,,,,,3,
British Columbia,North Coast,2020-02-28,20,,,,13,
British Columbia,North Coast,2020-02-29,27,,,,,
British Columbia,North Coast,2020-03-02,,,,,9,
British Columbia,North Coast,2020-03-03,2,,,,3,
British Columbia,North Coast,2020-03-04,,,,,5,
British Columbia,North Coast,2020-03-05,,,,,5,
British Columbia,North Coast,2020-03-06,18,,,,3,
British Columbia,North Coast,2020-03-07,19,,,,,
British Columbia,North Coast,2020-03-09,,,,,-2,
British Columbia,North Coast,2020-03-10,8,,,,2,
British Columbia,North Coast,2020-03-11,,,,,4,
British Columbia,North Coast,2020-03-12,,,,,5,
British Columbia,North Coast,2020-03-13,12,,,,0,
British Columbia,North Coast,2020-03-14,14,,,,,
British Columbia,North Coast,2020-03-16,,,,,-19,
British Columbia,North Coast,2020-03-17,,,,,-20,
British Columbia,North Coast,2020-03-18,,,,,-29,
British Columbia,North Coast,2020-03-19,,,,,-33,
British Columbia,North Coast,2020-03-20,,,,,-31,
British Columbia,North Coast,2020-03-23,,,,,-37,
British Columbia,North Coast,2020-03-24,,,,,-46,
British Columbia,North Coast,2020-03-25,,,,,-41,
British Columbia,North Coast,2020-03-26,,,,,-44,
British Columbia,North Coast,2020-03-27,,,,,-45,
British Columbia,North Coast,2020-03-30,,,,,-46,
British Columbia,North Coast,2020-03-31,,,,,-43,
British Columbia,North Coast,2020-04-01,,,,,-36,
British Columbia,North Coast,2020-04-02,,,,,-40,
British Columbia,North Coast,2020-04-03,,,,,-36,
British Columbia,North Coast,2020-04-06,,,,,-37,
British Columbia,North Coast,2020-04-07,,,,,-39,
British Columbia,North Coast,2020-04-08,,,,,-44,
British Columbia,North Coast,2020-04-09,,,,,-36,
British Columbia,North Coast,2020-04-10,,,,,-61,
British Columbia,North Coast,2020-04-13,,,,,-58,
British Columbia,North Coast,2020-04-14,,,,,-38,
British Columbia,North Coast,2020-04-15,,,,,-36,
British Columbia,North Coast,2020-04-16,,,,,-40,
British Columbia,North Coast,2020-04-17,,,,,-35,
British Columbia,North Coast,2020-04-20,,,,,-30,
British Columbia,North Coast,2020-04-21,,,,,-38,
British Columbia,North Coast,2020-04-22,,,,,-34,
British Columbia,North Coast,2020-04-23,,,,,-39,
British Columbia,North Coast,2020-04-24,,,,,-37,
British Columbia,North Coast,2020-04-27,,,,,-33,
British Columbia,North Coast,2020-04-28,,,,,-35,
British Columbia,North Coast,2020-04-29,,,,,-36,
British Columbia,North Coast,2020-04-30,,,,,-38,
British Columbia,North Coast,2020-05-01,,,,,-36,
British Columbia,North Coast,2020-05-02,,,,,-46,
British Columbia,North Coast,2020-05-04,,,,,-31,
British Columbia,North Coast,2020-05-05,,,,,-35,
British Columbia,North Coast,2020-05-06,,,,,-29,
British Columbia,North Coast,2020-05-07,,,,,-35,
British Columbia,North Coast,2020-05-08,,,,,-32,
British Columbia,North Coast,2020-05-11,,,,,-27,
British Columbia,North Coast,2020-05-12,,,,,-32,
British Columbia,North Coast,2020-05-13,,,,,-33,
British Columbia,North Coast,2020-05-14,,,,,-35,
British Columbia,North Coast,2020-05-15,,,,,-33,
British Columbia,North Coast,2020-05-18,,,,,-68,
British Columbia,North Coast,2020-05-19,,,,,-31,
British Columbia,North Coast,2020-05-20,,,,,-25,
British Columbia,North Coast,2020-05-21,,,,,-26,
British Columbia,North Coast,2020-05-22,,,,,-24,
British Columbia,North Coast,2020-05-25,,,,,-24,
British Columbia,North Coast,2020-05-26,,,,,-26,
British Columbia,North Coast,2020-05-27,,,,,-20,
British Columbia,North Coast,2020-05-28,,,,,-17,
British Columbia,North Coast,2020-05-29,,,,,-22,
British Columbia,North Coast,2020-06-01,,,,,-18,
British Columbia,North Coast,2020-06-02,,,,,-25,
British Columbia,North Coast,2020-06-03,,,,,-20,
British Columbia,North Coast,2020-06-04,,,,,-18,
British Columbia,North Coast,2020-06-05,,,,,-17,
British Columbia,North Coast,2020-06-08,,,,,-17,
British Columbia,North Coast,2020-06-09,,,,,-19,
British Columbia,North Coast,2020-06-10,,,,,-16,
British Columbia,North Coast,2020-06-11,,,,,-15,
British Columbia,North Coast,2020-06-12,,,,,-16,
British Columbia,North Coast,2020-06-13,,,,,-18,
British Columbia,North Coast,2020-06-14,,,,,-1,
British Columbia,North Coast,2020-06-15,,,,,-16,
British Columbia,North Coast,2020-06-16,,,,,-20,
British Columbia,North Coast,2020-06-17,,,,,-13,
British Columbia,North Coast,2020-06-18,,,,,-16,
British Columbia,North Coast,2020-06-19,,,,,-17,
British Columbia,North Coast,2020-06-20,,,,,-12,
British Columbia,North Coast,2020-06-21,,,,,-8,
British Columbia,North Coast,2020-06-22,,,,,-24,
British Columbia,North Coast,2020-06-23,,,,,-23,
British Columbia,North Coast,2020-06-24,,,,,-13,
British Columbia,North Coast,2020-06-25,,,,,-18,
British Columbia,North Coast,2020-06-26,,,,,-9,
British Columbia,North Coast,2020-06-27,,,,,-15,
British Columbia,North Coast,2020-06-28,,,,,-11,
British Columbia,North Coast,2020-06-29,,,,,-19,
British Columbia,North Coast,2020-06-30,,,,,-22,
British Columbia,North Coast,2020-07-01,,,,,-44,
British Columbia,North Coast,2020-07-02,,,,,-21,
British Columbia,North Coast,2020-07-03,,,,,-19,
British Columbia,North Coast,2020-07-04,,,,,-16,
British Columbia,North Coast,2020-07-05,,,,,-7,
British Columbia,North Coast,2020-07-06,,,,,-21,
British Columbia,North Coast,2020-07-07,,,,,-20,
British Columbia,North Coast,2020-07-08,,,,,-20,
British Columbia,North Coast,2020-07-09,,,,,-19,
British Columbia,North Coast,2020-07-10,,,,,-21,
British Columbia,North Coast,2020-07-11,,,,,-15,
British Columbia,North Coast,2020-07-12,,,,,-3,
British Columbia,North Coast,2020-07-13,,,,,-17,
British Columbia,North Coast,2020-07-14,,,,,-19,
British Columbia,North Coast,2020-07-15,,,,,-18,
British Columbia,North Coast,2020-07-16,,,,,-18,
British Columbia,North Coast,2020-07-17,,,,,-17,
British Columbia,North Coast,2020-07-18,,,,,-9,
British Columbia,North Coast,2020-07-19,,,,,-3,
British Columbia,North Coast,2020-07-20,,,,,-18,
British Columbia,North Coast,2020-07-21,,,,,-18,
British Columbia,North Coast,2020-07-22,,,,,-17,
British Columbia,North Coast,2020-07-23,,,,,-23,
British Columbia,North Coast,2020-07-24,,,,,-17,
British Columbia,North Coast,2020-07-25,,,,,-14,
British Columbia,North Coast,2020-07-26,,,,,-7,
British Columbia,North Coast,2020-07-27,,,,,-20,
British Columbia,North Coast,2020-07-28,,,,,-19,
British Columbia,North Coast,2020-07-29,,,,,-18,
British Columbia,North Coast,2020-07-30,,,,,-22,
British Columbia,North Coast,2020-07-31,,,,,-21,
British Columbia,North Coast,2020-08-01,,,,,-10,
British Columbia,North Coast,2020-08-02,,,,,-9,
British Columbia,North Coast,2020-08-03,,,,,-49,
British Columbia,North Coast,2020-08-04,,,,,-24,
British Columbia,North Coast,2020-08-05,,,,,-21,
British Columbia,North Coast,2020-08-06,,,,,-21,
British Columbia,North Coast,2020-08-07,,,,,-19,
British Columbia,North Coast,2020-08-08,,,,,-4,
British Columbia,North Coast,2020-08-09,,,,,-3,
British Columbia,North Coast,2020-08-10,,,,,-18,
British Columbia,North Coast,2020-08-11,,,,,-20,
British Columbia,North Coast,2020-08-12,,,,,-23,
British Columbia,North Coast,2020-08-13,,,,,-24,
British Columbia,North Coast,2020-08-14,,,,,-23,
British Columbia,North Coast,2020-08-15,,,,,-14,
British Columbia,North Coast,2020-08-16,,,,,-5,
British Columbia,North Coast,2020-09-11,11,,,,-21,
British Columbia,North Coast,2020-09-12,,,,,-17,
British Columbia,North Coast,2020-09-13,,,,,-12,
British Columbia,North Coast,2020-09-14,,,,,-19,
British Columbia,North Coast,2020-09-15,,,,,-18,
British Columbia,North Coast,2020-09-16,,,,,-14,
British Columbia,North Coast,2020-09-17,,,,,-17,
British Columbia,North Coast,2020-09-18,12,,,,-18,
British Columbia,North Coast,2020-09-19,,,,,-13,
British Columbia,North Coast,2020-09-20,,,,,-10,
British Columbia,North Coast,2020-09-21,,,,,-20,
British Columbia,North Coast,2020-09-22,,,,,-17,
British Columbia,North Coast,2020-09-23,,,,,-13,
British Columbia,North Coast,2020-09-24,,,,,-12,
British Columbia,North Coast,2020-09-25,,,,,-17,
British Columbia,North Coast,2020-09-26,,,,,-6,
British Columbia,North Coast,2020-09-27,,,,,-12,
British Columbia,North Coast,2020-09-28,,,,,-12,
British Columbia,North Coast,2020-09-29,,,,,-16,
British Columbia,North Coast,2020-09-30,,,,,-15,
British Columbia,North Coast,2020-10-01,,,,,-14,
British Columbia,North Coast,2020-10-02,,,,,-15,
British Columbia,North Coast,2020-10-03,,,,,-14,
British Columbia,North Coast,2020-10-04,,,,,-5,
British Columbia,North Coast,2020-10-05,,,,,-13,
British Columbia,North Coast,2020-10-06,,,,,-17,
British Columbia,North Okanagan,2020-02-15,5,5,,,2,-1
British Columbia,North Okanagan,2020-02-16,11,4,,,-1,-1
British Columbia,North Okanagan,2020-02-17,-5,0,,,-63,10
British Columbia,North Okanagan,2020-02-18,10,10,,,-1,-1
British Columbia,North Okanagan,2020-02-19,7,9,,,3,0
British Columbia,North Okanagan,2020-02-20,7,8,,,3,-1
British Columbia,North Okanagan,2020-02-21,2,-1,,,-3,0
British Columbia,North Okanagan,2020-02-22,-1,5,38,,6,-1
